codigo,descricao,prod_url
72439BR-CP,CHUV RED S/T PAR CITRUS 101MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/72439BR.png
45209BR-CP,COLUNA DE BANHO HYDRORAIL R-ARCH CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/45209BR.png
45210BR-CP,COLUNA DE BANHO HYDRORAIL R-BEAM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/45210BR.png
26314BR-CP,BARRA DESLIZANTE GCS - 800MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26314BR.png
26314BR-BL,BARRA DESLIZANTE GCS - 800MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26314BR.png
26314BR-BN,BARRA DESLIZANTE GCS - 800MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26314BR.png
26325BR-CP,TUBO CHUV TETO GCS - 127MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26325BR.png
26325BR-BL,TUBO CHUV TETO GCS - 127MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26325BR.png
26325BR-BN,TUBO CHUV TETO GCS - 127MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26325BR.png
26323BR-CP,TUBO CHUV PAREDE GCS - 356MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26323BR.png
26323BR-BL,TUBO CHUV PAREDE GCS - 356MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26323BR.png
26323BR-BN,TUBO CHUV PAREDE GCS - 356MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26323BR.png
26284BR-CP,DUCHA MANUAL ELÍPTICA GCS CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26284BR.png
26284BR-BL,DUCHA MANUAL ELÍPTICA GCS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26284BR.png
26284BR-BN,DUCHA MANUAL ELÍPTICA GCS BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26284BR.png
26290BR-CP,CHUV PAREDE GCS - 135-150MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26290BR.png
26290BR-BL,CHUV PAREDE GCS - 135-150MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26290BR.png
26290BR-BN,CHUV PAREDE GCS - 135-150MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26290BR.png
26291BR-CP,CHUV RED TETO GCS KATALYST - 254MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26291BR.png
26291BR-BL,CHUV RED TETO GCS KATALYST - 254MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26291BR.png
26291BR-BN,CHUV RED TETO GCS KATALYST - 254MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26291BR.png
26294BR-CP,CHUV OVAL TETO GCS - 305MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26294BR.png
26294BR-BL,CHUV OVAL TETO GCS - 305MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26294BR.png
26294BR-BN,CHUV OVAL TETO GCS - 305MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26294BR.png
26297BR-CP,CHUV OVAL MULTIF TETO GCS - 454MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26297BR.png
26297BR-BL,CHUV OVAL MULTIF TETO GCS - 454MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26297BR.png
26297BR-BN,CHUV OVAL MULTIF TETO GCS - 454MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26297BR.png
26299BR-CP,DUCHA LAT REDONDA GCS CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26299BR.png
26299BR-BL,DUCHA LAT REDONDA GCS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26299BR.png
26299BR-BN,DUCHA LAT REDONDA GCS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26299BR.png
26300BR-CP,DUCHA LAT OVAL GCS CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26300BR.png
26300BR-BL,DUCHA LAT OVAL GCS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26300BR.png
26300BR-BN,DUCHA LAT OVAL GCS BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26300BR.png
26340BR-NA,VALV. TERMOSTÁTICA GCS - 2 SAÍDAS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26340BR.png
26342BR-NA,VALV. TERMOSTÁTICA GCS - 4 SAÍDAS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26342BR.png
26346BR-9-CP,ACAB. TERMOSTÁTICA TRIM GCS - 2 SAÍDAS CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26346BR-9.png
26346BR-9-BL,ACAB. TERMOSTÁTICA TRIM GCS - 2 SAÍDAS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26346BR-9.png
26346BR-9-BN,ACAB. TERMOSTÁTICA TRIM GCS - 2 SAÍDAS BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26346BR-9.png
26348BR-9-CP,ACAB. TERMOSTÁTICA TRIM GCS - 4 SAÍDAS CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26348BR-9.png
26348BR-9-BL,ACAB. TERMOSTÁTICA TRIM GCS - 4 SAÍDAS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26348BR-9.png
26348BR-9-BN,ACAB. TERMOSTÁTICA TRIM GCS - 4 SAÍDAS BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/26348BR-9.png
11623BR-CP,TUBO CHUV TETO 127MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11623BR.png
15398BR-B-CP,TUBO CHUV TETO 137MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/15398BR-B.png
15398BR-B-RGD,TUBO CHUV TETO 137MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/15398BR-B.png
15398BR-B-BL,TUBO CHUV TETO 137MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/15398BR-B.png
15398BR-B-BN,TUBO CHUV TETO 137MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/15398BR-B.png
11624BR-CP,TUBO CHUV PAR BOLD 183MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11624BR.png
11626BR-CP,TUBO CHUV PAR RAIN 141MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11626BR.png
11626BR-BN,TUBO CHUV PAR RAIN 141MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11626BR.png
11626BR-RGD,TUBO CHUV PAR RAIN 141MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11626BR.png
11626BR-BL,TUBO CHUV PAR RAIN 141MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11626BR.png
15396BR-B-BN,TUBO CHUV PAR 383MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/15396BR-B.png
15396BR-B-BL,TUBO CHUV PAR 383MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/15396BR-B.png
15396BR-B-CP,TUBO CHUV PAR 383MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/15396BR-B.png
15396BR-B-RGD,TUBO CHUV PAR 383MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/15396BR-B.png
16346BR-CP,TUBO CHUV PAR 463MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/16346BR.png
16347BR-CP,TUBO CHUV TETO 254MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/16347BR.png
16347BR-RGD,TUBO CHUV TETO 254MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/16347BR.png
12861BR-CP,DUC MAN MULTIF S FLEX CITRUS 90MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/12861BR.png
21335BR-BN,DUC MAN RED SHIFT PLUS BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/21335BR.png
21335BR-BL,DUC MAN RED SHIFT PLUS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/21335BR.png
21335BR-CP,DUC MAN RED SHIFT PLUS CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/21335BR.png
21335BR-RGD,DUC MAN RED SHIFT PLUS RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/21335BR.png
45415BR-A-RGD,DUC MAN MULTIF SHIFT ELIPSE 221MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/45415BR-A.png
22166BR-G-CP,DUC MAN MULTIF PURIST 284MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22166BR-G.png
22166BR-G-BN,DUC MAN MULTIF PURIST 284MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22166BR-G.png
22166BR-G-BL,DUC MAN MULTIF PURIST 284MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22166BR-G.png
22166BR-G-RGD,DUC MAN MULTIF PURIST 284MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22166BR-G.png
17493BR-CP,DUC MAN MULTIF S FLEX FLIPSIDE 90MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/17493BR.png
77364BR-CP,DUCHA HIGIEN.LUXE CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/77364BR.png
77364BR-BN,DUCHA HIGIEN.LUXE BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/77364BR.png
77364BR-BL,DUCHA HIGIEN.LUXE BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/77364BR.png
77364BR-RGD,DUCHA HIGIEN.LUXE RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/77364BR.png
98952BR-CP,DUC MAN MULTIF S FLEX RAINDUET 122MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98952BR.png
11627BR-CP,CONEXAO DE PAR QUAD CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11627BR.png
11627BR-BL,CONEXAO DE PAR QUAD BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11627BR.png
11627BR-BN,CONEXAO DE PAR QUAD BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11627BR.png
11627BR-RGD,CONEXAO DE PAR QUAD RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11627BR.png
16381BR-BN,CONEXAO DE PAR RED BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/16381BR.png
16381BR-CP,CONEXAO DE PAR RED CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/16381BR.png
16381BR-BL,CONEXAO DE PAR RED BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/16381BR.png
16381BR-RGD,CONEXAO DE PAR RED RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/16381BR.png
11628BR-CP,"FLEX LISO P DUC MAN 1,5M CP",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11628BR.png
11628BR-BL,"FLEX LISO P DUC MAN 1,5M BL",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11628BR.png
11628BR-BN,"FLEX LISO P DUC MAN 1,5M BN",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11628BR.png
11628BR-RGD,"FLEX LISO P DUC MAN 1,5M RGD",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/11628BR.png
12067BR-BN,"FLEX METAL P DUC MAN 1,5M BN",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/12067BR.png
12067BR-CP,"FLEX METAL P DUC MAN 1,5M CP",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/12067BR.png
12067BR-RGD,"FLEX METAL P DUC MAN 1,5M RGD",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/12067BR.png
45407BR-CP,BARRA DESLIZANTE LOURE 800MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/45407BR.png
8524BR-CP,BARRA DESLIZANTE CONT 762MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/8524BR.png
8524BR-BL,BARRA DESLIZANTE CONT 762MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/8524BR.png
8524BR-RGD,BARRA DESLIZANTE CONT 762MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/8524BR.png
8524BR-BN,BARRA DESLIZANTE CONT 762MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/8524BR.png
98341BR-CP,BARRA DESLIZANTE AWAKEN 610MM CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98341BR.png
98341BR-BN,BARRA DESLIZANTE AWAKEN 610MM BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98341BR.png
98341BR-BL,BARRA DESLIZANTE AWAKEN 610MM BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98341BR.png
98341BR-RGD,BARRA DESLIZANTE AWAKEN 610MM RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98341BR.png
7124BR-A-BN,VALV ESCOAM CLICK C LADRAO BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR-A.png
7124BR-A-BL,VALV ESCOAM CLICK C LADRAO BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR-A.png
7124BR-A-CP,VALV ESCOAM CLICK C LADRAO CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR-A.png
7124BR-A-RGD,VALV ESCOAM CLICK C LADRAO RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR-A.png
7124BR-A-TT,VALV ESCOAM CLICK C LADRAO TT,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR-A.png
7124BR-BN,VALV ESCOAM CLICK S LADRAO BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR.png
7124BR-BL,VALV ESCOAM CLICK S LADRAO BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR.png
7124BR-CP,VALV ESCOAM CLICK S LADRAO CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR.png
7124BR-RGD,VALV ESCOAM CLICK S LADRAO RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR.png
7124BR-TT,VALV ESCOAM CLICK S LADRAO TT,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/7124BR.png
78102BR-BN,"VALV ESCOAM G7/8"" BN",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/78102BR.png
78102BR-BL,"VALV ESCOAM G7/8"" BL",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/78102BR.png
78102BR-CP,"VALV ESCOAM G7/8"" CP",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/78102BR.png
78102BR-RGD,"VALV ESCOAM G7/8"" RGD",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/78102BR.png
78102BR-TT,"VALV ESCOAM G7/8"" TT",https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/78102BR.png
98347BR-BL,SUPORTE PAR P DUC MAN AWAKENBL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98347BR.png
98347BR-BN,SUPORTE PAR P DUC MAN AWAKENBN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98347BR.png
98347BR-CP,SUPORTE PAR P DUC MAN AWAKENCP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98347BR.png
9038BR-CP,SUPORTE PAR AJUSTAVEL P DUC MAN CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/9038BR.png
9040BR-CP,SUPORTE PAR P DUC MAN QUAD CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/9040BR.png
9040BR-BL,SUPORTE PAR P DUC MAN QUAD BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/9040BR.png
9040BR-BN,SUPORTE PAR P DUC MAN QUAD BN,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/9040BR.png
9040BR-RGD,SUPORTE PAR P DUC MAN QUAD RGD,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/9040BR.png
98100BR-CP,DUC HIGIENICA UNIV CR,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/98100BR.png
22036BR-CP,SIMPLICE - MON COZINHA TOUCHLESS CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22036BR.png
22036BR-BL,SIMPLICE - MON COZINHA TOUCHLESS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22036BR.png
22036BR-VS,SIMPLICE - MON COZINHA TOUCHLESS VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22036BR.png
22974BR-CP,CRUE - MON COZINHA TOUCHLESS CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22974BR.png
22974BR-BL,CRUE - MON COZINHA TOUCHLESS BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22974BR.png
22974BR-VS,CRUE - MON COZINHA TOUCHLESS VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22974BR.png
99259BR-CP,ARTIFACTS - MIST MON COZ DUC REMOV CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/99259BR.png
28267BR-CP,COMPONENTS - MON SEMI PROF COZ CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28267BR.png
28267BR-VS,COMPONENTS - MON SEMI PROF COZ VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28267BR.png
28267BR-2MB,COMPONENTS - MON SEMI PROF COZ 2MB,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28267BR-2MB.png
28267BR-BL,COMPONENTS - MON SEMI PROF COZ BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28267BR.png
28268BR-CP,COMPONENTS - MIST MON COZ CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28268BR.png
28268BR-VS,COMPONENTS - MIST MON COZ VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28268BR.png
28268BR-2MB,COMPONENTS - MIST MON COZ 2MB,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28268BR-2MB.png
28268BR-BL,COMPONENTS - MIST MON COZ BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28268BR.png
28269BR-CP,COMPONENTS - MIST MON COZ QUAD CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28269BR.png
28269BR-VS,COMPONENTS - MIST MON QUAD COZ VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28269BR.png
28269BR-2MB,COMPONENTS - MIST MON QUAD COZ 2MB,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28269BR-2MB.png
28269BR-BL,COMPONENTS - MIST MON QUAD COZ BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28269BR.png
28276BR-CP,COMPONENTS - TORN COZ PAR CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28276BR.png
28276BR-VS,COMPONENTS - TORN COZ PAR VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28276BR.png
28276BR-2MB,COMPONENTS - TORN COZ PAR 2MB,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28276BR-2MB.png
28276BR-BL,COMPONENTS - TORN COZ PAR BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28276BR.png
28290BR-CP,COMPONENTS - MIST MON COZ 360° CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28290BR.png
28290BR-VS,COMPONENTS - MIST MON COZ 360° VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28290BR.png
28290BR-2MB,COMPONENTS - MIST MON COZ 360° 2MB,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28290BR-2MB.png
28290BR-BL,COMPONENTS - MIST MON COZ 360° BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/28290BR.png
22033BR-CP,SIMPLICE - MON SEMI PROFISSIONAL COZINHA CP,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22033BR.png
22033BR-BL,SIMPLICE - MON SEMI PROFISSIONAL COZINHA BL,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22033BR.png
22033BR-VS,SIMPLICE - MON SEMI PROFISSIONAL COZINHA VS,https://objectstorage.sa-saopaulo-1.oraclecloud.com/n/grsxg5eatn7l/b/produtos/o/produtos/22033BR.png
